,account,currency,long_lat,txn_description,first_name,balance,date,gender,age,amount,country,customer_id,movement,month,time,Longitude,Latitude
10951,ACC-2828321672,AUD,153.03 -27.51,PAY/SALARY,Stephanie,8649.56,2018-10-23,F,53,970.47,Australia,CUS-1005756958,credit,October,16:00:00,153.03,-27.51
10952,ACC-3941181087,AUD,115.79 -31.94,PAYMENT,Paul,14462.08,2018-10-23,M,25,46.0,Australia,CUS-3989008654,debit,October,16:00:00,115.79,-31.94
10953,ACC-3689607373,AUD,115.79 -31.79,POS,Virginia,7969.38,2018-10-23,F,20,15.44,Australia,CUS-127297539,debit,October,16:16:07,115.79,-31.79
10954,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,Kimberly,6024.75,2018-10-23,F,24,70.3,Australia,CUS-3378712515,debit,October,16:48:23,145.45,-37.74
10955,ACC-1279356312,AUD,144.79 -37.73,PAYMENT,Tyler,12542.91,2018-10-23,M,44,27.0,Australia,CUS-1892177589,debit,October,17:00:00,144.79,-37.73
10956,ACC-1222300524,AUD,151.23 -33.94,PAY/SALARY,Michael,2758.28,2018-10-23,M,38,1002.13,Australia,CUS-2142601169,credit,October,17:00:00,151.23,-33.94
10957,ACC-1652235822,AUD,144.89 -37.81,PAY/SALARY,Renee,22480.73,2018-10-23,F,38,1541.12,Australia,CUS-2206365095,credit,October,17:00:00,144.89,-37.81
10958,ACC-3771436525,AUD,145.04 -37.92,PAY/SALARY,Derek,7773.73,2018-10-23,M,20,1099.7,Australia,CUS-3325710106,credit,October,17:00:00,145.04,-37.92
10959,ACC-1424176027,AUD,151.08 -33.93,PAYMENT,Donald,8331.91,2018-10-23,M,22,1854.0,Australia,CUS-3431016847,debit,October,17:00:00,151.08,-33.93
10960,ACC-3954677887,AUD,115.72 -32.28,PAY/SALARY,Ruth,9107.27,2018-10-23,F,47,1272.47,Australia,CUS-3716701010,credit,October,17:00:00,115.72,-32.28
10961,ACC-1243371644,AUD,150.90 -33.78,INTER BANK,Gregory,6482.39,2018-10-23,M,42,20.0,Australia,CUS-3904958894,debit,October,17:00:00,150.90,-33.78
10962,ACC-211792489,AUD,138.63 -34.93,PAY/SALARY,Jacqueline,7397.59,2018-10-23,F,30,4910.9,Australia,CUS-497688347,credit,October,17:00:00,138.63,-34.93
10963,ACC-2897221629,AUD,150.90 -34.37,PAY/SALARY,Scott,8516.39,2018-10-23,M,23,982.71,Australia,CUS-511326734,credit,October,17:00:00,150.90,-34.37
10964,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,Ricky,22555.57,2018-10-23,M,43,7.55,Australia,CUS-3142625864,debit,October,17:22:51,145.16,-37.84
10965,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,Michael,1756.15,2018-10-23,M,38,7.96,Australia,CUS-2142601169,debit,October,17:58:34,151.23,-33.94
10966,ACC-1344825761,AUD,151.09 -33.91,PAYMENT,Sarah,24551.3,2018-10-23,F,46,45.0,Australia,CUS-1499065773,debit,October,18:00:00,151.09,-33.91
10967,ACC-38923874,AUD,151.27 -33.90,INTER BANK,Ryan,43520.06,2018-10-23,M,38,29.0,Australia,CUS-3249305314,debit,October,18:00:00,151.27,-33.90
10968,ACC-3879258709,AUD,143.83 -37.66,PAYMENT,Natasha,205451.29,2018-10-23,F,40,29.0,Australia,CUS-527400765,debit,October,18:00:00,143.83,-37.66
10969,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,7935.6,2018-10-23,F,20,33.78,Australia,CUS-127297539,debit,October,18:36:55,115.79,-31.79
10970,ACC-1710017148,AUD,150.82 -34.01,PHONE BANK,Michelle,17231.58,2018-10-23,F,19,179.0,Australia,CUS-883482547,debit,October,19:00:00,150.82,-34.01
10971,ACC-1349834573,AUD,145.17 -37.84,SALES-POS,Matthew,15667.06,2018-10-23,M,39,38.88,Australia,CUS-1790886359,debit,October,19:18:10,145.17,-37.84
10972,ACC-1199531521,AUD,116.02 -31.87,PAYMENT,Billy,17657.63,2018-10-23,M,52,20.0,Australia,CUS-134833760,debit,October,20:00:00,116.02,-31.87
10973,ACC-1349834573,AUD,145.17 -37.84,PAYMENT,Matthew,15633.06,2018-10-23,M,39,34.0,Australia,CUS-1790886359,debit,October,20:00:00,145.17,-37.84
10974,ACC-4281711154,AUD,144.98 -37.84,PAYMENT,Eric,42063.02,2018-10-23,M,42,151.0,Australia,CUS-3151318058,debit,October,20:00:00,144.98,-37.84
10975,ACC-2249586092,AUD,115.98 -32.07,POS,Edward,12344.25,2018-10-23,M,19,15.33,Australia,CUS-443776336,debit,October,20:01:51,115.98,-32.07
10976,ACC-1496451953,AUD,145.16 -37.84,SALES-POS,Ricky,22533.12,2018-10-23,M,43,22.45,Australia,CUS-3142625864,debit,October,20:25:06,145.16,-37.84
10977,ACC-1243371644,AUD,150.90 -33.78,SALES-POS,Gregory,6462.89,2018-10-23,M,42,19.5,Australia,CUS-3904958894,debit,October,20:48:22,150.90,-33.78
10978,ACC-964839203,AUD,146.92 -36.07,POS,Michael,41167.85,2018-10-23,M,21,32.05,Australia,CUS-2059096722,debit,October,21:09:48,146.92,-36.07
10979,ACC-4258502723,AUD,145.45 -37.74,POS,Kimberly,6003.89,2018-10-23,F,24,20.86,Australia,CUS-3378712515,debit,October,21:29:24,145.45,-37.74
10980,ACC-2305712452,AUD,138.61 -34.89,SALES-POS,Debra,6986.42,2018-10-23,F,18,35.93,Australia,CUS-1842679196,debit,October,21:49:01,138.61,-34.89
10981,ACC-1243371644,AUD,150.90 -33.78,SALES-POS,Gregory,6447.07,2018-10-23,M,42,15.82,Australia,CUS-3904958894,debit,October,22:15:42,150.90,-33.78
10982,ACC-574997646,AUD,150.79 -33.64,SALES-POS,Mackenzie,6633.9,2018-10-23,F,18,11.45,Australia,CUS-586638664,debit,October,22:51:25,150.79,-33.64
10983,ACC-2901672282,AUD,255.00 -573.00,PAYMENT,Daniel,11568.46,2018-10-23,M,22,40.0,Australia,CUS-1617121891,debit,October,23:00:00,255.00,-573.00
10984,ACC-240804743,AUD,121.48 -30.75,POS,Kenneth,20793.5,2018-10-24,M,29,8.13,Australia,CUS-261674136,debit,October,00:12:13,121.48,-30.75
10985,ACC-2674800293,AUD,144.96 -37.69,SALES-POS,Elizabeth,29445.42,2018-10-24,F,50,10.05,Australia,CUS-2977593493,debit,October,01:02:58,144.96,-37.69
10986,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,999.37,2018-10-24,F,26,14.74,Australia,CUS-2487424745,debit,October,01:24:15,153.41,-27.95
10987,ACC-2014856841,AUD,144.99 -37.90,POS,Patrick,266916.32,2018-10-24,M,46,64.98,Australia,CUS-2370108457,debit,October,01:45:31,144.99,-37.90
10988,ACC-3881031190,AUD,149.19 -21.15,INTER BANK,Richard,8415.79,2018-10-24,M,37,86.0,Australia,CUS-3201519139,debit,October,02:00:00,149.19,-21.15
10989,ACC-1037050564,AUD,153.10 -27.66,POS,Rhonda,5360.48,2018-10-24,F,40,9.42,Australia,CUS-1614226872,debit,October,02:19:59,153.10,-27.66
10990,ACC-2673069055,AUD,152.99 -27.49,PAYMENT,Richard,13240.78,2018-10-24,M,24,1385.0,Australia,CUS-51506836,debit,October,03:00:00,152.99,-27.49
10991,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,989.86,2018-10-24,F,26,9.51,Australia,CUS-2487424745,debit,October,04:11:06,153.41,-27.95
10992,ACC-966140392,AUD,147.08 -37.97,POS,Joseph,9877.83,2018-10-24,M,21,8.19,Australia,CUS-537508723,debit,October,04:48:08,147.08,-37.97
10993,ACC-1217063613,AUD,147.61 -37.82,PAYMENT,Kimberly,4042.15,2018-10-24,F,27,173.0,Australia,CUS-1739931018,debit,October,06:00:00,147.61,-37.82
10994,ACC-602667573,AUD,151.23 -33.96,INTER BANK,Michael,22153.42,2018-10-24,M,40,21.0,Australia,CUS-2031327464,debit,October,06:00:00,151.23,-33.96
10995,ACC-2171593283,AUD,146.94 -36.04,PAYMENT,Fernando,17592.0,2018-10-24,M,19,27.0,Australia,CUS-2317998716,debit,October,06:00:00,146.94,-36.04
10996,ACC-2890243754,AUD,153.32 -27.93,PAYMENT,Joseph,2060.96,2018-10-24,M,37,166.0,Australia,CUS-2695611575,debit,October,06:00:00,153.32,-27.93
10997,ACC-2776252858,AUD,144.95 -37.76,PAYMENT,Kristin,8744.27,2018-10-24,F,43,29.0,Australia,CUS-4123612273,debit,October,06:00:00,144.95,-37.76
10998,ACC-588564840,AUD,151.27 -33.76,INTER BANK,Isaiah,20547.21,2018-10-24,M,23,25.0,Australia,CUS-1462656821,debit,October,07:00:00,151.27,-33.76
10999,ACC-1496451953,AUD,145.16 -37.84,INTER BANK,Ricky,22494.12,2018-10-24,M,43,39.0,Australia,CUS-3142625864,debit,October,07:00:00,145.16,-37.84
11000,ACC-574997646,AUD,150.79 -33.64,PAYMENT,Mackenzie,6542.9,2018-10-24,F,18,91.0,Australia,CUS-586638664,debit,October,07:00:00,150.79,-33.64
11001,ACC-847145727,AUD,115.90 -31.92,POS,Michael,63464.99,2018-10-24,M,19,24.53,Australia,CUS-1609060617,debit,October,07:03:38,115.90,-31.92
11002,ACC-847145727,AUD,115.90 -31.92,SALES-POS,Michael,63453.8,2018-10-24,M,19,11.19,Australia,CUS-1609060617,debit,October,07:49:05,115.90,-31.92
11003,ACC-2014856841,AUD,144.99 -37.90,INTER BANK,Patrick,266894.32,2018-10-24,M,46,22.0,Australia,CUS-2370108457,debit,October,08:00:00,144.99,-37.90
11004,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,Karen,10995.06,2018-10-24,F,26,55.0,Australia,CUS-2630892467,debit,October,08:00:00,149.03,-34.97
11005,ACC-3954677887,AUD,115.72 -32.28,PAYMENT,Ruth,9049.27,2018-10-24,F,47,58.0,Australia,CUS-3716701010,debit,October,08:00:00,115.72,-32.28
11006,ACC-1443681913,AUD,150.92 -33.77,SALES-POS,Ryan,5271.42,2018-10-24,M,31,28.26,Australia,CUS-3129499595,debit,October,08:11:41,150.92,-33.77
11007,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,12333.25,2018-10-24,M,19,11.0,Australia,CUS-443776336,debit,October,08:27:04,115.98,-32.07
11008,ACC-90814749,AUD,151.68 -32.98,POS,Christopher,13089.85,2018-10-24,M,35,15.48,Australia,CUS-1896554896,debit,October,08:42:27,151.68,-32.98
11009,ACC-1598451071,AUD,153.41 -27.95,SALES-POS,Diana,979.28,2018-10-24,F,26,10.58,Australia,CUS-2487424745,debit,October,08:57:50,153.41,-27.95
11010,ACC-354106658,AUD,151.04 -33.80,INTER BANK,Christine,23677.54,2018-10-24,F,39,25.0,Australia,CUS-2376382098,debit,October,09:00:00,151.04,-33.80
11011,ACC-1443681913,AUD,150.92 -33.77,PAYMENT,Ryan,5235.42,2018-10-24,M,31,36.0,Australia,CUS-3129499595,debit,October,09:00:00,150.92,-33.77
11012,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,Jeffrey,3971.64,2018-10-24,M,30,24.52,Australia,CUS-860700529,debit,October,09:03:53,153.05,-27.61
11013,ACC-2014856841,AUD,144.99 -37.90,SALES-POS,Patrick,266877.26,2018-10-24,M,46,17.06,Australia,CUS-2370108457,debit,October,09:08:24,144.99,-37.90
11014,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,Edward,12318.88,2018-10-24,M,19,14.37,Australia,CUS-443776336,debit,October,09:12:56,115.98,-32.07
11015,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,3955.91,2018-10-24,M,30,15.73,Australia,CUS-860700529,debit,October,09:17:27,153.05,-27.61
11016,ACC-1496451953,AUD,145.16 -37.84,POS,Ricky,22458.58,2018-10-24,M,43,35.54,Australia,CUS-3142625864,debit,October,09:21:59,145.16,-37.84
11017,ACC-3771436525,AUD,145.04 -37.92,SALES-POS,Derek,7747.29,2018-10-24,M,20,26.44,Australia,CUS-3325710106,debit,October,09:26:30,145.04,-37.92
11018,ACC-958000567,AUD,130.90 -12.37,SALES-POS,Sandra,11501.78,2018-10-24,F,34,23.75,Australia,CUS-4142663097,debit,October,09:31:02,130.90,-12.37
11019,ACC-182446574,AUD,116.06 -32.00,POS,Tonya,8983.36,2018-10-24,F,27,5.4,Australia,CUS-3026014945,debit,October,09:35:33,116.06,-32.00
11020,ACC-3233697971,AUD,151.04 -33.77,POS,Robin,14253.15,2018-10-24,F,34,41.66,Australia,CUS-1147642491,debit,October,09:40:05,151.04,-33.77
11021,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,Kimberly,5981.3,2018-10-24,F,24,22.59,Australia,CUS-3378712515,debit,October,09:44:36,145.45,-37.74
11022,ACC-3317636250,AUD,153.02 -27.66,SALES-POS,Kenneth,18659.43,2018-10-24,M,35,60.61,Australia,CUS-2738291516,debit,October,09:49:08,153.02,-27.66
11023,ACC-574997646,AUD,150.79 -33.64,SALES-POS,Mackenzie,6519.72,2018-10-24,F,18,23.18,Australia,CUS-586638664,debit,October,09:53:39,150.79,-33.64
11024,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,962.4,2018-10-24,F,26,16.88,Australia,CUS-2487424745,debit,October,09:58:11,153.41,-27.95
11025,ACC-1037050564,AUD,153.10 -27.66,PAYMENT,Rhonda,5328.48,2018-10-24,F,40,32.0,Australia,CUS-1614226872,debit,October,10:00:00,153.10,-27.66
11026,ACC-1799207998,AUD,150.68 -33.79,INTER BANK,Susan,9553.62,2018-10-24,F,20,39.0,Australia,CUS-164374203,debit,October,10:00:00,150.68,-33.79
11027,ACC-2107684084,AUD,145.03 -37.88,PAYMENT,Richard,10240.69,2018-10-24,M,22,34.0,Australia,CUS-2283904812,debit,October,10:00:00,145.03,-37.88
11028,ACC-2173390920,AUD,144.71 -37.58,PAYMENT,Luis,12432.52,2018-10-24,M,27,29.0,Australia,CUS-3180318393,debit,October,10:00:00,144.71,-37.58
11029,ACC-966140392,AUD,147.08 -37.97,PAYMENT,Joseph,9847.83,2018-10-24,M,21,30.0,Australia,CUS-537508723,debit,October,10:00:00,147.08,-37.97
11030,ACC-1222300524,AUD,151.23 -33.94,POS,Michael,2739.69,2018-10-24,M,38,18.59,Australia,CUS-2142601169,debit,October,10:06:31,151.23,-33.94
11031,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,Jeffrey,3935.01,2018-10-24,M,30,20.9,Australia,CUS-860700529,debit,October,10:17:23,153.05,-27.61
11032,ACC-2249586092,AUD,115.98 -32.07,POS,Edward,12311.71,2018-10-24,M,19,7.17,Australia,CUS-443776336,debit,October,10:28:15,115.98,-32.07
11033,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,4784.38,2018-10-24,M,25,11.77,Australia,CUS-2178051368,debit,October,10:39:07,145.73,-17.03
11034,ACC-1516130869,AUD,130.84 -12.45,POS,Jessica,3068.8,2018-10-24,F,21,22.63,Australia,CUS-325142416,debit,October,10:49:59,130.84,-12.45
11035,ACC-588564840,AUD,151.27 -33.76,PAY/SALARY,Isaiah,24451.16,2018-10-24,M,23,3903.95,Australia,CUS-1462656821,credit,October,11:00:00,151.27,-33.76
11036,ACC-1334819143,AUD,145.13 -37.70,PAYMENT,Christopher,68043.53,2018-10-24,M,33,124.0,Australia,CUS-3117610635,debit,October,11:00:00,145.13,-37.70
11037,ACC-354106658,AUD,151.04 -33.80,SALES-POS,Christine,23645.52,2018-10-24,F,39,32.02,Australia,CUS-2376382098,debit,October,11:00:26,151.04,-33.80
11038,ACC-3317636250,AUD,153.02 -27.66,POS,Kenneth,18651.39,2018-10-24,M,35,8.04,Australia,CUS-2738291516,debit,October,11:06:04,153.02,-27.66
11039,ACC-3317636250,AUD,153.02 -27.66,POS,Kenneth,18604.74,2018-10-24,M,35,46.65,Australia,CUS-2738291516,debit,October,11:11:41,153.02,-27.66
11040,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,4752.26,2018-10-24,M,25,32.12,Australia,CUS-2178051368,debit,October,11:17:18,145.73,-17.03
11041,ACC-1438600314,AUD,138.69 -34.84,SALES-POS,Maria,5955.4,2018-10-24,F,35,27.08,Australia,CUS-2650223890,debit,October,11:22:55,138.69,-34.84
11042,ACC-1598451071,AUD,153.41 -27.95,POS,Diana,953.11,2018-10-24,F,26,9.29,Australia,CUS-2487424745,debit,October,11:28:32,153.41,-27.95
11043,ACC-1243371644,AUD,150.90 -33.78,POS,Gregory,6431.12,2018-10-24,M,42,15.95,Australia,CUS-3904958894,debit,October,11:34:09,150.90,-33.78
11044,ACC-2153562714,AUD,116.00 -31.88,POS,Linda,6145.59,2018-10-24,F,24,13.34,Australia,CUS-423725039,debit,October,11:39:46,116.00,-31.88
11045,ACC-2153562714,AUD,116.00 -31.88,SALES-POS,Linda,5995.21,2018-10-24,F,24,150.38,Australia,CUS-423725039,debit,October,11:45:23,116.00,-31.88
11046,ACC-3941181087,AUD,115.79 -31.94,SALES-POS,Paul,14426.31,2018-10-24,M,25,35.77,Australia,CUS-3989008654,debit,October,11:51:00,115.79,-31.94
11047,ACC-38923874,AUD,151.27 -33.90,SALES-POS,Ryan,43463.53,2018-10-24,M,38,56.53,Australia,CUS-3249305314,debit,October,11:56:37,151.27,-33.90
11048,ACC-1650504218,AUD,145.01 -37.93,PAY/SALARY,Marissa,18069.84,2018-10-24,F,23,1626.48,Australia,CUS-2500783281,credit,October,12:00:00,145.01,-37.93
11049,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,Karen,10949.06,2018-10-24,F,26,46.0,Australia,CUS-2630892467,debit,October,12:00:00,149.03,-34.97
11050,ACC-182446574,AUD,116.06 -32.00,INTER BANK,Tonya,8920.08,2018-10-24,F,27,57.0,Australia,CUS-3026014945,debit,October,12:00:00,116.06,-32.00
11051,ACC-3326339947,AUD,151.18 -33.80,PAY/SALARY,Eric,12978.93,2018-10-24,M,22,983.36,Australia,CUS-326006476,credit,October,12:00:00,151.18,-33.80
11052,ACC-1799207998,AUD,150.68 -33.79,SALES-POS,Susan,9511.37,2018-10-24,F,20,42.25,Australia,CUS-164374203,debit,October,12:07:32,150.68,-33.79
11053,ACC-182446574,AUD,116.06 -32.00,POS,Tonya,8977.08,2018-10-24,F,27,6.28,Australia,CUS-3026014945,debit,October,12:26:24,116.06,-32.00
11054,ACC-3233697971,AUD,151.04 -33.77,SALES-POS,Robin,14241.71,2018-10-24,F,34,11.44,Australia,CUS-1147642491,debit,October,12:45:16,151.04,-33.77
11055,ACC-3541460373,AUD,145.00 -37.83,PAY/SALARY,Jeffrey,5402.55,2018-10-24,M,24,1408.08,Australia,CUS-1433879684,credit,October,13:00:00,145.00,-37.83
11056,ACC-3100725361,AUD,145.73 -17.03,INTER BANK,Ronald,4726.26,2018-10-24,M,25,26.0,Australia,CUS-2178051368,debit,October,13:00:00,145.73,-17.03
11057,ACC-2776252858,AUD,144.95 -37.76,PAY/SALARY,Kristin,9812.31,2018-10-24,F,43,1068.04,Australia,CUS-4123612273,credit,October,13:00:00,144.95,-37.76
11058,ACC-3317636250,AUD,153.02 -27.66,POS,Kenneth,18576.33,2018-10-24,M,35,28.41,Australia,CUS-2738291516,debit,October,13:04:18,153.02,-27.66
11059,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,3899.09,2018-10-24,M,30,35.92,Australia,CUS-860700529,debit,October,13:23:55,153.05,-27.61
11060,ACC-1799207998,AUD,150.68 -33.79,POS,Susan,9501.61,2018-10-24,F,20,9.76,Australia,CUS-164374203,debit,October,13:43:31,150.68,-33.79
11061,ACC-4065652575,AUD,115.81 -31.82,PAYMENT,Lucas,15449.86,2018-10-24,M,21,94.0,Australia,CUS-1117979751,debit,October,14:00:00,115.81,-31.82
11062,ACC-1598451071,AUD,153.41 -27.95,PAY/SALARY,Diana,1966.78,2018-10-24,F,26,1013.67,Australia,CUS-2487424745,credit,October,14:00:00,153.41,-27.95
11063,ACC-240804743,AUD,121.48 -30.75,PAYMENT,Kenneth,20737.5,2018-10-24,M,29,56.0,Australia,CUS-261674136,debit,October,14:00:00,121.48,-30.75
11064,ACC-2153562714,AUD,116.00 -31.88,PAY/SALARY,Linda,9707.77,2018-10-24,F,24,3712.56,Australia,CUS-423725039,credit,October,14:00:00,116.00,-31.88
11065,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,Ronald,4710.32,2018-10-24,M,25,15.94,Australia,CUS-2178051368,debit,October,14:01:34,145.73,-17.03
11066,ACC-2249586092,AUD,115.98 -32.07,POS,Edward,12292.01,2018-10-24,M,19,19.7,Australia,CUS-443776336,debit,October,14:11:22,115.98,-32.07
11067,ACC-1799207998,AUD,150.68 -33.79,SALES-POS,Susan,9495.11,2018-10-24,F,20,6.5,Australia,CUS-164374203,debit,October,14:21:10,150.68,-33.79
11068,ACC-2890243754,AUD,153.32 -27.93,POS,Joseph,2057.32,2018-10-24,M,37,3.64,Australia,CUS-2695611575,debit,October,14:30:58,153.32,-27.93
11069,ACC-38923874,AUD,151.27 -33.90,SALES-POS,Ryan,43408.64,2018-10-24,M,38,54.89,Australia,CUS-3249305314,debit,October,14:40:47,151.27,-33.90
11070,ACC-1516130869,AUD,130.84 -12.45,POS,Jessica,3053.91,2018-10-24,F,21,14.89,Australia,CUS-325142416,debit,October,14:50:35,130.84,-12.45
11071,ACC-2305712452,AUD,138.61 -34.89,PAYMENT,Debra,6950.42,2018-10-24,F,18,36.0,Australia,CUS-1842679196,debit,October,15:00:00,138.61,-34.89
11072,ACC-2231965366,AUD,144.96 -37.84,PAYMENT,Linda,24945.33,2018-10-24,F,35,180.0,Australia,CUS-2155701614,debit,October,15:00:00,144.96,-37.84
11073,ACC-38923874,AUD,151.27 -33.90,PAYMENT,Ryan,43344.96,2018-10-24,M,38,35.0,Australia,CUS-3249305314,debit,October,15:00:00,151.27,-33.90
11074,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,Michael,2321.06,2018-10-24,M,38,418.63,Australia,CUS-2142601169,debit,October,15:00:15,151.23,-33.94
11075,ACC-3689607373,AUD,115.79 -31.79,SALES-POS,Virginia,7929.28,2018-10-24,F,20,6.32,Australia,CUS-127297539,debit,October,15:06:34,115.79,-31.79
11076,ACC-80388494,AUD,144.97 -37.42,POS,Dustin,7137.49,2018-10-24,M,28,46.46,Australia,CUS-1140341822,debit,October,15:12:54,144.97,-37.42
11077,ACC-38923874,AUD,151.27 -33.90,POS,Ryan,43379.96,2018-10-24,M,38,28.68,Australia,CUS-3249305314,debit,October,15:19:14,151.27,-33.90
11078,ACC-3941181087,AUD,115.79 -31.94,SALES-POS,Paul,14410.09,2018-10-24,M,25,16.22,Australia,CUS-3989008654,debit,October,15:25:34,115.79,-31.94
11079,ACC-80388494,AUD,144.97 -37.42,SALES-POS,Dustin,7132.92,2018-10-24,M,28,4.57,Australia,CUS-1140341822,debit,October,15:31:53,144.97,-37.42
11080,ACC-602667573,AUD,151.23 -33.96,SALES-POS,Michael,22042.05,2018-10-24,M,40,111.37,Australia,CUS-2031327464,debit,October,15:38:13,151.23,-33.96
11081,ACC-1683215619,AUD,138.67 -34.86,POS,Barry,11335.49,2018-10-24,M,38,12.46,Australia,CUS-1604596597,debit,October,15:44:33,138.67,-34.86
11082,ACC-182446574,AUD,116.06 -32.00,SALES-POS,Tonya,8887.67,2018-10-24,F,27,32.41,Australia,CUS-3026014945,debit,October,15:50:53,116.06,-32.00
11083,ACC-847145727,AUD,115.90 -31.92,POS,Michael,63368.86,2018-10-24,M,19,84.94,Australia,CUS-1609060617,debit,October,15:57:12,115.90,-31.92
11084,ACC-4065652575,AUD,115.81 -31.82,PAYMENT,Lucas,15394.86,2018-10-24,M,21,55.0,Australia,CUS-1117979751,debit,October,16:00:00,115.81,-31.82
11085,ACC-3485804958,AUD,138.52 -35.01,PAY/SALARY,Jessica,31350.5,2018-10-24,F,34,3903.73,Australia,CUS-1196156254,credit,October,16:00:00,138.52,-35.01
11086,ACC-1799207998,AUD,150.68 -33.79,PAYMENT,Susan,9460.11,2018-10-24,F,20,35.0,Australia,CUS-164374203,debit,October,16:00:00,150.68,-33.79
11087,ACC-1973887809,AUD,115.78 -31.90,PAY/SALARY,Antonio,8630.16,2018-10-24,M,26,1098.91,Australia,CUS-1646621553,credit,October,16:00:00,115.78,-31.90
11088,ACC-4059612845,AUD,130.98 -12.49,PAY/SALARY,Jonathan,63656.55,2018-10-24,M,38,2647.38,Australia,CUS-495599312,credit,October,16:00:00,130.98,-12.49
11089,ACC-80388494,AUD,144.97 -37.42,POS,Dustin,7100.5,2018-10-24,M,28,32.42,Australia,CUS-1140341822,debit,October,16:10:10,144.97,-37.42
11090,ACC-1903037542,AUD,153.05 -27.61,POS,Jeffrey,3865.96,2018-10-24,M,30,33.13,Australia,CUS-860700529,debit,October,16:28:21,153.05,-27.61
11091,ACC-964839203,AUD,146.92 -36.07,POS,Michael,41157.39,2018-10-24,M,21,10.46,Australia,CUS-2059096722,debit,October,16:46:32,146.92,-36.07
11092,ACC-819621312,AUD,145.04 -37.85,PAY/SALARY,Michele,3097.72,2018-10-24,F,30,1158.15,Australia,CUS-1271030853,credit,October,17:00:00,145.04,-37.85
11093,ACC-2920611728,AUD,144.96 -37.76,PAY/SALARY,Tyler,10642.38,2018-10-24,M,69,1043.12,Australia,CUS-1388323263,credit,October,17:00:00,144.96,-37.76
11094,ACC-2901672282,AUD,255.00 -573.00,PAYMENT,Daniel,11535.46,2018-10-24,M,22,33.0,Australia,CUS-1617121891,debit,October,17:00:00,255.00,-573.00
11095,ACC-1799207998,AUD,150.68 -33.79,PAY/SALARY,Susan,10855.6,2018-10-24,F,20,1395.49,Australia,CUS-164374203,credit,October,17:00:00,150.68,-33.79
11096,ACC-1349834573,AUD,145.17 -37.84,PAY/SALARY,Matthew,18686.76,2018-10-24,M,39,3071.14,Australia,CUS-1790886359,credit,October,17:00:00,145.17,-37.84
11097,ACC-4163822186,AUD,149.03 -34.97,PAYMENT,Karen,10899.06,2018-10-24,F,26,50.0,Australia,CUS-2630892467,debit,October,17:00:00,149.03,-34.97
11098,ACC-958000567,AUD,130.90 -12.37,PAYMENT,Sandra,10235.78,2018-10-24,F,34,1266.0,Australia,CUS-4142663097,debit,October,17:00:00,130.90,-12.37
11099,ACC-1443681913,AUD,150.92 -33.77,SALES-POS,Ryan,5228.66,2018-10-24,M,31,6.76,Australia,CUS-3129499595,debit,October,17:03:27,150.92,-33.77
11100,ACC-354106658,AUD,151.04 -33.80,SALES-POS,Christine,23615.12,2018-10-24,F,39,30.4,Australia,CUS-2376382098,debit,October,17:16:47,151.04,-33.80
11101,ACC-854938045,AUD,147.63 -22.84,SALES-POS,James,13702.68,2018-10-24,M,28,85.77,Australia,CUS-4023861240,debit,October,17:30:07,147.63,-22.84
11102,ACC-1349834573,AUD,145.17 -37.84,SALES-POS,Matthew,15615.62,2018-10-24,M,39,17.44,Australia,CUS-1790886359,debit,October,17:43:27,145.17,-37.84
11103,ACC-4274272854,AUD,145.23 -37.86,SALES-POS,Timothy,9904.85,2018-10-24,M,20,9.22,Australia,CUS-2484453271,debit,October,17:56:47,145.23,-37.86
11104,ACC-2153562714,AUD,116.00 -31.88,PAYMENT,Linda,9661.77,2018-10-24,F,24,46.0,Australia,CUS-423725039,debit,October,18:00:00,116.00,-31.88
11105,ACC-602667573,AUD,151.23 -33.96,SALES-POS,Michael,22015.28,2018-10-24,M,40,26.77,Australia,CUS-2031327464,debit,October,18:21:42,151.23,-33.96
11106,ACC-4274272854,AUD,145.23 -37.86,SALES-POS,Timothy,9879.08,2018-10-24,M,20,25.77,Australia,CUS-2484453271,debit,October,18:50:17,145.23,-37.86
11107,ACC-1349834573,AUD,145.17 -37.84,PAYMENT,Matthew,18638.76,2018-10-24,M,39,48.0,Australia,CUS-1790886359,debit,October,19:00:00,145.17,-37.84
